strain	contrast	test_condition	ref_condition	orthofinder_orthogroup	OG_gene_symbol	logFC	logCPM	F	PValue	FDR	is_DEG	DEG_direction	member_gene_count_in_strain	n_member_genes_all_strains	n_member_strains	representative_prefixed_id	representative_gene_id	representative_strain	representative_name	representative_product	representative_Preferred_name	representative_selection_basis	representative_match_score	ko_terms	ko_names	pathway_ids	pathway_names	go_terms	cog_categories	cog_category_names	Halomonas_members	Psychrobacter_members	Aequorivita_members	Sphingopyxis_members	Halomonas_count	Psychrobacter_count	Aequorivita_count	Sphingopyxis_count	member_gene_symbols	member_products	representative_emapper_score	representative_kofam_score
Psychrobacter	D55_vs_D0	D55	D0	OG0001336	pgpA	1.02360728657794	6.99917016028509	30.5656033162164	3.64707580443449e-05	0.0001895487016726	True	up	1	3	2	Psychrobacter__gene2249	gene2249	Psychrobacter	pgpA	MULTISPECIES: phosphatidylglycerophosphatase A	pgpA	gene_name	365.0	K01095	pgpA;phosphatidylglycerophosphatase A [EC:3.1.3.27]	map00564;map01100	Glycerophospholipid metabolism;Metabolic pathways	GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0005623;GO:0005886;GO:0005887;GO:0006629;GO:0006644;GO:0006650;GO:0006655;GO:0006793;GO:0006796;GO:0008150;GO:0008152;GO:0008610;GO:0008654;GO:0008962;GO:0009056;GO:0009058;GO:0009395;GO:0009987;GO:0010035;GO:0010038;GO:0016020;GO:0016021;GO:0016042;GO:0016311;GO:0016787;GO:0016788;GO:0016791;GO:0019637;GO:0030258;GO:0031224;GO:0031226;GO:0032026;GO:0042221;GO:0042577;GO:0042578;GO:0043167;GO:0043169;GO:0044237;GO:0044238;GO:0044242;GO:0044248;GO:0044249;GO:0044255;GO:0044425;GO:0044459;GO:0044464;GO:0045017;GO:0046434;GO:0046471;GO:0046474;GO:0046486;GO:0046839;GO:0046872;GO:0050896;GO:0071704;GO:0071944;GO:0090407;GO:1901575;GO:1901576	I	I: Lipid transport and metabolism	Halomonas__gene1583;Halomonas__gene3208	Psychrobacter__gene2249			2	1	0	0	pgpA	MULTISPECIES: phosphatidylglycerophosphatase A	365.0	173.9
Psychrobacter	D55_vs_D0	D55	D0	OG0001340	metE	1.03217184329854	9.76135230427747	7.21161492395411	0.0156164694798062	0.0303201592949731	True	up	1	3	3	Halomonas__gene1618	gene1618	Halomonas	metE	methionine synthase		gene_name	655.0	K00549	metE;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]	map00270;map00450;map01100;map01110;map01230	Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Cysteine and methionine metabolism;Metabolic pathways;Selenocompound metabolism		E	E: Amino acid transport and metabolism	Halomonas__gene1618	Psychrobacter__gene2219		Sphingopyxis__gene3339	1	1	0	1	metE	methionine synthase;cobalamin-independent methionine synthase II family protein	655.0	278.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001351	hfq	-1.03086634194772	9.3347504408263	125.733921892917	2.73487548329549e-09	1.094361121547e-07	True	down	1	3	3	Sphingopyxis__gene2070	gene2070	Sphingopyxis	hfq	RNA-binding protein Hfq	hfq	gene_name	302.0	K03666	hfq;host factor-I protein	map02024;map03018;map05111	Biofilm formation - Vibrio cholerae;Quorum sensing;RNA degradation	GO:0003674;GO:0003676;GO:0003723;GO:0005488;GO:0006355;GO:0008150;GO:0009889;GO:0010468;GO:0010556;GO:0019219;GO:0019222;GO:0031323;GO:0031326;GO:0050789;GO:0050794;GO:0051171;GO:0051252;GO:0060255;GO:0065007;GO:0080090;GO:0097159;GO:1901363;GO:1903506;GO:2000112;GO:2001141;GO:0003677;GO:0003681;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006378;GO:0006396;GO:0006397;GO:0006417;GO:0006725;GO:0006807;GO:0008152;GO:0009405;GO:0009890;GO:0009891;GO:0009892;GO:0009893;GO:0009987;GO:0010467;GO:0010557;GO:0010558;GO:0010604;GO:0010605;GO:0010608;GO:0010628;GO:0010629;GO:0016043;GO:0016070;GO:0016071;GO:0016246;GO:0016441;GO:0016458;GO:0017148;GO:0022607;GO:0022613;GO:0022618;GO:0030423;GO:0031047;GO:0031123;GO:0031124;GO:0031324;GO:0031325;GO:0031327;GO:0031328;GO:0032268;GO:0032269;GO:0032270;GO:0034248;GO:0034249;GO:0034250;GO:0034622;GO:0034641;GO:0035194;GO:0040029;GO:0040033;GO:0043170;GO:0043631;GO:0043933;GO:0044085;GO:0044237;GO:0044238;GO:0044419;GO:0044424;GO:0044444;GO:0044464;GO:0045727;GO:0045974;GO:0045975;GO:0046483;GO:0048518;GO:0048519;GO:0048522;GO:0048523;GO:0051172;GO:0051173;GO:0051246;GO:0051247;GO:0051248;GO:0051704;GO:0065003;GO:0071704;GO:0071826;GO:0071840;GO:0090304;GO:1901360;GO:2000113	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene1812	Psychrobacter__gene0841		Sphingopyxis__gene2070	1	1	0	1	hfq	MULTISPECIES: RNA chaperone Hfq;RNA-binding protein Hfq	302.0	235.8
Psychrobacter	D55_vs_D0	D55	D0	OG0001355	nagL	4.54581051045508	5.13693034676097	234.412030319902	2.3355103790292497e-11	2.3791065727711302e-09	True	up	1	3	3	Psychrobacter__gene1436	gene1436	Psychrobacter	nagL	maleylacetoacetate isomerase	maiA	gene_name	416.0	K00799;K01800;K01801	GST;gst;glutathione S-transferase [EC:2.5.1.18];maiA;GSTZ1;maleylacetoacetate isomerase [EC:5.2.1.2];nagL;maleylpyruvate isomerase [EC:5.2.1.4]	map00480;map00980;map00982;map00983;map01100;map01524;map04212;map05200;map05204;map05207;map05208;map05225;map05418;map00350;map00643;map01120	Chemical carcinogenesis - DNA adducts;Chemical carcinogenesis - reactive oxygen species;Chemical carcinogenesis - receptor activation;Drug metabolism - cytochrome P450;Drug metabolism - other enzymes;Fluid shear stress and atherosclerosis;Glutathione metabolism;Hepatocellular carcinoma;Longevity regulating pathway - worm;Metabolic pathways;Metabolism of xenobiotics by cytochrome P450;Pathways in cancer;Platinum drug resistance;Microbial metabolism in diverse environments;Styrene degradation;Tyrosine metabolism		O;G	O: Posttranslational modification;protein turnover;chaperones;G: Carbohydrate transport and metabolism	Halomonas__gene1848	Psychrobacter__gene1436		Sphingopyxis__gene2758	1	1	0	1	gst;nagL;maiA	MULTISPECIES: glutathione S-transferase family protein;maleylacetoacetate isomerase	416.0	365.8
Psychrobacter	D55_vs_D0	D55	D0	OG0001362	HIBCH	3.41702145974552	8.76621662014426	51.1990039191429	1.58516470576106e-06	1.56266559380832e-05	True	up	1	3	3	Psychrobacter__gene0818	gene0818	Psychrobacter		MULTISPECIES: enoyl-CoA hydratase/isomerase family protein		KO_name_symbol	737.0	K05605	HIBCH;3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	map00280;map00410;map00640;map01100;map01200	Carbon metabolism;Metabolic pathways;Propanoate metabolism;Valine;leucine and isoleucine degradation;beta-Alanine metabolism		I	I: Lipid transport and metabolism	Halomonas__gene1963	Psychrobacter__gene0818		Sphingopyxis__gene1042	1	1	0	1		enoyl-CoA hydratase/isomerase family protein;MULTISPECIES: enoyl-CoA hydratase/isomerase family protein	737.0	294.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001363	mmsB	3.89991524067113	8.36443986263867	80.655031340388	7.14230176091624e-08	1.33090696227805e-06	True	up	1	3	3	Psychrobacter__gene0819	gene0819	Psychrobacter	mmsB	MULTISPECIES: 3-hydroxyisobutyrate dehydrogenase	mmsB	gene_name	544.0	K00020	HIBADH;mmsB;3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	map00280;map01100	Metabolic pathways;Valine;leucine and isoleucine degradation		I	I: Lipid transport and metabolism	Halomonas__gene1964	Psychrobacter__gene0819		Sphingopyxis__gene1044	1	1	0	1	mmsB	MULTISPECIES: 3-hydroxyisobutyrate dehydrogenase;3-hydroxyisobutyrate dehydrogenase	544.0	404.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001368	cheR	1.02792837487008	6.45482190403398	22.0696239225849	0.0002057300181776	0.0007761863401864	True	up	1	3	3	Halomonas__gene2020	gene2020	Halomonas	cheR	MULTISPECIES: CheR family methyltransferase	cheR	gene_name	538.0	K00575;K02661	cheR;chemotaxis protein methyltransferase CheR [EC:2.1.1.80];pilK;type IV pilus assembly protein PilK	map02020;map02030	Bacterial chemotaxis;Two-component system		NT	N: Cell motility;T: Signal transduction mechanisms	Halomonas__gene2020	Psychrobacter__gene0093		Sphingopyxis__gene3555	1	1	0	1	cheR;pilK	MULTISPECIES: CheR family methyltransferase;CheR family methyltransferase	538.0	343.6
Psychrobacter	D55_vs_D0	D55	D0	OG0001370	prpB	-1.62667948955717	9.2892178138587	18.0638408976263	0.0005369461080985	0.0017200286230075	True	down	1	3	3	Halomonas__gene2074	gene2074	Halomonas	prpB	MULTISPECIES: methylisocitrate lyase	prpB	gene_name	562.0	K03417	prpB;methylisocitrate lyase [EC:4.1.3.30]	map00640;map01100;map01120;map01200	Carbon metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Propanoate metabolism	GO:0000287;GO:0003674;GO:0003824;GO:0005488;GO:0006082;GO:0006091;GO:0006113;GO:0006629;GO:0006631;GO:0008150;GO:0008152;GO:0009056;GO:0009062;GO:0009987;GO:0015980;GO:0016042;GO:0016054;GO:0016829;GO:0016830;GO:0016833;GO:0016999;GO:0017001;GO:0017144;GO:0019541;GO:0019543;GO:0019626;GO:0019629;GO:0019752;GO:0032787;GO:0042737;GO:0043167;GO:0043169;GO:0043436;GO:0044237;GO:0044238;GO:0044242;GO:0044248;GO:0044255;GO:0044281;GO:0044282;GO:0046395;GO:0046421;GO:0046459;GO:0046872;GO:0055114;GO:0071704;GO:0072329;GO:1901575	G	G: Carbohydrate transport and metabolism	Halomonas__gene2074	Psychrobacter__gene2111		Sphingopyxis__gene0028	1	1	0	1	prpB	MULTISPECIES: methylisocitrate lyase;isocitrate lyase/phosphoenolpyruvate mutase family protein	562.0	462.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001379	rpmC	1.54268331254661	5.50195648872668	30.4664207854913	3.71713302538897e-05	0.0001925348902642	True	up	1	3	3	Psychrobacter__gene2472	gene2472	Psychrobacter	rpmC	MULTISPECIES: 50S ribosomal protein L29	rpmC	gene_name	120.0	K02904	RP-L29;rpmC;large subunit ribosomal protein L29	map03010	Ribosome	GO:0003674;GO:0003735;GO:0005198;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0019538;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1990904;GO:0000027;GO:0003676;GO:0003723;GO:0005488;GO:0005829;GO:0006996;GO:0015934;GO:0016043;GO:0019843;GO:0022607;GO:0022613;GO:0022618;GO:0022625;GO:0022626;GO:0034622;GO:0042254;GO:0042255;GO:0042273;GO:0043933;GO:0044085;GO:0044391;GO:0044422;GO:0044445;GO:0044446;GO:0065003;GO:0070925;GO:0071826;GO:0071840;GO:0097159;GO:1901363	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene2174	Psychrobacter__gene2472		Sphingopyxis__gene1611	1	1	0	1	rpmC	MULTISPECIES: 50S ribosomal protein L29;50S ribosomal protein L29	120.0	61.8
Psychrobacter	D55_vs_D0	D55	D0	OG0001394	ahpF	-3.18208684726545	10.1580666205804	72.6052525675479	1.4984160174417e-07	2.51186359460058e-06	True	down	1	3	3	Halomonas__gene2371	gene2371	Halomonas	ahpF	MULTISPECIES: alkyl hydroperoxide reductase subunit F	ahpF	gene_name	984.0	K03387	ahpF;NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]			GO:0000166;GO:0000302;GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006091;GO:0006950;GO:0006979;GO:0008150;GO:0008152;GO:0008785;GO:0009055;GO:0009321;GO:0009987;GO:0015035;GO:0015036;GO:0016491;GO:0016651;GO:0016667;GO:0016668;GO:0019725;GO:0022900;GO:0032991;GO:0036094;GO:0042221;GO:0042592;GO:0043167;GO:0043168;GO:0044237;GO:0044424;GO:0044444;GO:0044464;GO:0045454;GO:0048037;GO:0050660;GO:0050662;GO:0050789;GO:0050794;GO:0050896;GO:0051287;GO:0055114;GO:0065007;GO:0065008;GO:0071949;GO:0097159;GO:1901265;GO:1901363;GO:1901700;GO:1902494;GO:1990204	O;C	O: Posttranslational modification;protein turnover;chaperones;C: Energy production and conversion	Halomonas__gene2371	Psychrobacter__gene0114		Sphingopyxis__gene0460	1	1	0	1	ahpF	MULTISPECIES: alkyl hydroperoxide reductase subunit F;alkyl hydroperoxide reductase subunit F	984.0	886.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001405	gltB	1.01946175032561	10.8607073828748	31.0873558731406	3.31471152257053e-05	0.0001749092331376	True	up	1	3	3	Psychrobacter__gene0020	gene0020	Psychrobacter	gltB	MULTISPECIES: glutamate synthase large subunit	gltB	gene_name	2860.0	K00265	gltB;glutamate synthase (NADPH) large chain [EC:1.4.1.13]	map00250;map00910;map01100;map01110;map01120;map01230	Alanine;aspartate and glutamate metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Microbial metabolism in diverse environments;Nitrogen metabolism	GO:0001505;GO:0003674;GO:0003824;GO:0004355;GO:0005488;GO:0006082;GO:0006520;GO:0006536;GO:0006537;GO:0006541;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009064;GO:0009084;GO:0009987;GO:0015930;GO:0016053;GO:0016491;GO:0016638;GO:0016639;GO:0017144;GO:0019752;GO:0042133;GO:0043167;GO:0043169;GO:0043436;GO:0043648;GO:0043650;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0045181;GO:0046394;GO:0046872;GO:0048037;GO:0051536;GO:0051538;GO:0051540;GO:0055114;GO:0065007;GO:0065008;GO:0071704;GO:0097054;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0019676;GO:0019740;GO:0044424;GO:0044444;GO:0044464	E	E: Amino acid transport and metabolism	Halomonas__gene2655	Psychrobacter__gene0020		Sphingopyxis__gene2987	1	1	0	1	gltB	glutamate synthase large subunit;MULTISPECIES: glutamate synthase large subunit	2860.0	2052.5
Psychrobacter	D55_vs_D0	D55	D0	OG0001410	ccmH	1.05751787863606	9.53992420151624	14.0451727496058	0.0015963727435509	0.0043096423182789	True	up	2	3	2	Psychrobacter__gene2656	gene2656	Psychrobacter	ccmH	MULTISPECIES: c-type cytochrome biogenesis protein CcmI	ccmI	gene_name	806.0						O	O: Posttranslational modification;protein turnover;chaperones	Halomonas__gene2755	Psychrobacter__gene0498;Psychrobacter__gene2656			1	2	0	0	ccmH	MULTISPECIES: c-type cytochrome biogenesis protein CcmI;c-type cytochrome biogenesis protein CcmI	806.0	54.5
Psychrobacter	D55_vs_D0	D55	D0	OG0001427	ilvC	1.03456646872156	9.57770791340064	46.6364842115311	2.88885414855909e-06	2.50805064715812e-05	True	up	1	3	3	Halomonas__gene2889	gene2889	Halomonas	ilvC	MULTISPECIES: ketol-acid reductoisomerase	ilvC	gene_name	660.0	K00053	ilvC;ketol-acid reductoisomerase [EC:1.1.1.86]	map00290;map00770;map01100;map01110;map01210;map01230	2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;Metabolic pathways;Pantothenate and CoA biosynthesis;Valine;leucine and isoleucine biosynthesis	GO:0000166;GO:0003674;GO:0003824;GO:0004455;GO:0005488;GO:0006082;GO:0006520;GO:0006549;GO:0006573;GO:0006807;GO:0008150;GO:0008152;GO:0008652;GO:0009058;GO:0009081;GO:0009082;GO:0009097;GO:0009099;GO:0009987;GO:0016053;GO:0016491;GO:0016614;GO:0016616;GO:0019752;GO:0036094;GO:0043167;GO:0043169;GO:0043436;GO:0044237;GO:0044238;GO:0044249;GO:0044281;GO:0044283;GO:0046394;GO:0046872;GO:0048037;GO:0050661;GO:0050662;GO:0055114;GO:0071704;GO:0097159;GO:1901265;GO:1901363;GO:1901564;GO:1901566;GO:1901576;GO:1901605;GO:1901607;GO:0000287;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0016043;GO:0022607;GO:0042802;GO:0043933;GO:0044085;GO:0044424;GO:0044444;GO:0044464;GO:0051259;GO:0051260;GO:0051262;GO:0051289;GO:0065003;GO:0071840	EH;H	E: Amino acid transport and metabolism;H: Coenzyme transport and metabolism	Halomonas__gene2889	Psychrobacter__gene2504		Sphingopyxis__gene2381	1	1	0	1	ilvC	MULTISPECIES: ketol-acid reductoisomerase;ketol-acid reductoisomerase	660.0	468.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001437	gene3132	-1.08471313012103	9.20958545618892	33.348134034597	2.21834509811329e-05	0.0001228127286201	True	down	1	3	3	Halomonas__gene3132	gene3132	Halomonas		MULTISPECIES: DsbA family oxidoreductase		best_matched_member_gene_id	410.0	K07396	K07396;putative protein-disulfide isomerase				Q	Q: Secondary metabolites biosynthesis;transport and catabolism	Halomonas__gene3132	Psychrobacter__gene0265		Sphingopyxis__gene0507	1	1	0	1		MULTISPECIES: DsbA family oxidoreductase;DsbA family oxidoreductase	410.0	55.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001439	hslR	-1.30995352019655	9.16138860371304	112.764744097243	6.195201658382311e-09	2.0578843769583e-07	True	down	1	3	3	Psychrobacter__gene0868	gene0868	Psychrobacter	hslR	MULTISPECIES: S4 domain-containing protein	hslR	gene_name	245.0	K04762	hslR;ribosome-associated heat shock protein Hsp15			GO:0003674;GO:0003676;GO:0003677;GO:0003723;GO:0003727;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0006139;GO:0006725;GO:0006807;GO:0006950;GO:0008150;GO:0008152;GO:0009266;GO:0009408;GO:0009451;GO:0009628;GO:0009987;GO:0016070;GO:0033554;GO:0034605;GO:0034641;GO:0043021;GO:0043023;GO:0043170;GO:0043412;GO:0044237;GO:0044238;GO:0044424;GO:0044444;GO:0044464;GO:0044877;GO:0046483;GO:0050896;GO:0051716;GO:0071704;GO:0090304;GO:0097159;GO:1901360;GO:1901363	J	J: Translation;ribosomal structure and biogenesis	Halomonas__gene3183	Psychrobacter__gene0868		Sphingopyxis__gene0119	1	1	0	1	hslR	MULTISPECIES: ribosome-associated heat shock protein Hsp15;MULTISPECIES: S4 domain-containing protein;RNA-binding S4 domain-containing protein	245.0	146.1
Psychrobacter	D55_vs_D0	D55	D0	OG0001442	glnA	-1.18756023387862	11.2362975785781	85.6552126590046	4.6449173774694e-08	9.3080314158809e-07	True	down	1	3	3	Halomonas__gene3295	gene3295	Halomonas	glnA	MULTISPECIES: glutamate--ammonia ligase	glnA	gene_name	948.0	K01915	glnA;GLUL;glutamine synthetase [EC:6.3.1.2]	map00220;map00250;map00630;map00910;map01100;map01110;map01120;map01230;map02020;map04075;map04217;map04724;map04727	Alanine;aspartate and glutamate metabolism;Arginine biosynthesis;Biosynthesis of amino acids;Biosynthesis of secondary metabolites;GABAergic synapse;Glutamatergic synapse;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Necroptosis;Nitrogen metabolism;Plant hormone signal transduction;Two-component system		E	E: Amino acid transport and metabolism	Halomonas__gene3295	Psychrobacter__gene2028		Sphingopyxis__gene2825	1	1	0	1	glnA	MULTISPECIES: glutamate--ammonia ligase;type I glutamate--ammonia ligase	948.0	879.9
Psychrobacter	D55_vs_D0	D55	D0	OG0001454	gene0769	-1.89884552077355	5.79795640256379	45.3314388026602	3.4602990288027e-06	2.85801995460028e-05	True	down	3	3	1	Psychrobacter__gene0769	gene0769	Psychrobacter		hypothetical protein		best_matched_member_gene_id	10.0									Psychrobacter__gene0469;Psychrobacter__gene0769;Psychrobacter__gene1196			0	3	0	0		MULTISPECIES: hypothetical protein;hypothetical protein		10.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001464	gene1098	-1.10386914380897	7.59586167460778	25.9846519183422	8.86550106005275e-05	0.0003752489091346	True	down	3	3	1	Psychrobacter__gene1098	gene1098	Psychrobacter		hypothetical protein		best_matched_member_gene_id	9.0									Psychrobacter__gene1097;Psychrobacter__gene1098;Psychrobacter__gene1165			0	3	0	0		MULTISPECIES: hypothetical protein;hypothetical protein		9.0
Psychrobacter	D55_vs_D0	D55	D0	OG0001467	gene1979	-1.35352121376254	10.0393339198792	48.0993617730553	2.3720031703626e-06	2.14462771852902e-05	True	down	1	3	2	Sphingopyxis__gene1979	gene1979	Sphingopyxis		GlsB/YeaQ/YmgE family stress response membrane protein		best_matched_member_gene_id	164.0						S	S: Function unknown		Psychrobacter__gene1899		Sphingopyxis__gene1978;Sphingopyxis__gene1979	0	1	0	2		MULTISPECIES: GlsB/YeaQ/YmgE family stress response membrane protein;GlsB/YeaQ/YmgE family stress response membrane protein	164.0	4.5
Psychrobacter	D55_vs_D0	D55	D0	OG0001505	pglJ	1.08408173110764	7.2809844756791	50.6999555155487	1.68929053601044e-06	1.63369363229364e-05	True	up	1	2	2	Psychrobacter__gene0945	gene0945	Psychrobacter	pglJ	glycosyltransferase		gene_name	361.0						H;M	H: Coenzyme transport and metabolism;M: Cell wall/membrane/envelope biogenesis		Psychrobacter__gene0945	Aequorivita__gene0038		0	1	1	0	pglJ	glycosyltransferase	361.0	209.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001522	codA	-1.52549718753086	9.83390790669659	121.84914715867	3.46560030465857e-09	1.32385931637957e-07	True	down	1	2	2	Aequorivita__gene0322	gene0322	Aequorivita	codA	SDR family oxidoreductase		gene_name	330.0						GM	G: Carbohydrate transport and metabolism;M: Cell wall/membrane/envelope biogenesis		Psychrobacter__gene1603	Aequorivita__gene0322		0	1	1	0	codA	SDR family oxidoreductase	330.0	67.9
Psychrobacter	D55_vs_D0	D55	D0	OG0001577	hutG	4.25362773736866	7.4147630645608	346.096407787088	9.26349760761968e-13	4.71820811481429e-10	True	up	1	2	2	Psychrobacter__gene0280	gene0280	Psychrobacter	hutG	formimidoylglutamase	hutG	gene_name	644.0	K01479	hutG;formiminoglutamase [EC:3.5.3.8]	map00340;map01100	Histidine metabolism;Metabolic pathways	GO:0003674;GO:0003824;GO:0005488;GO:0006082;GO:0006520;GO:0006536;GO:0006547;GO:0006548;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009056;GO:0009063;GO:0009064;GO:0009987;GO:0015942;GO:0016054;GO:0016787;GO:0016810;GO:0016813;GO:0016999;GO:0017144;GO:0019439;GO:0019556;GO:0019557;GO:0019752;GO:0032787;GO:0034641;GO:0043167;GO:0043169;GO:0043436;GO:0043603;GO:0043606;GO:0043648;GO:0044237;GO:0044238;GO:0044248;GO:0044270;GO:0044281;GO:0044282;GO:0046395;GO:0046483;GO:0046700;GO:0046872;GO:0050415;GO:0052803;GO:0052805;GO:0071704;GO:1901360;GO:1901361;GO:1901564;GO:1901565;GO:1901575;GO:1901605;GO:1901606	E	E: Amino acid transport and metabolism		Psychrobacter__gene0280	Aequorivita__gene0347		0	1	1	0	hutG	formimidoylglutamase;arginase	644.0	395.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001595	yjbJ	-1.29003303648402	11.2925586169044	28.0398115486066	5.88246336727886e-05	0.0002747194242252	True	down	1	2	2	Psychrobacter__gene1758	gene1758	Psychrobacter		MULTISPECIES: CsbD family protein	yjbJ	eggnog_Preferred_name	118.0					GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0044424;GO:0044444;GO:0044464	S	S: Function unknown		Psychrobacter__gene1758	Aequorivita__gene0631		0	1	1	0		MULTISPECIES: CsbD family protein	118.0	
Psychrobacter	D55_vs_D0	D55	D0	OG0001597	fahA	3.5854445895186	10.3161897105053	39.4648692251072	8.16737680484277e-06	5.5963012366815e-05	True	up	1	2	2	Aequorivita__gene0640	gene0640	Aequorivita	fahA	fumarylacetoacetase	fahA	gene_name	827.0	K01555	FAH;fahA;fumarylacetoacetase [EC:3.7.1.2]	map00350;map00643;map01100;map01120	Metabolic pathways;Microbial metabolism in diverse environments;Styrene degradation;Tyrosine metabolism		Q	Q: Secondary metabolites biosynthesis;transport and catabolism		Psychrobacter__gene1440	Aequorivita__gene0640		0	1	1	0	fahA	fumarylacetoacetase	827.0	727.5
Psychrobacter	D55_vs_D0	D55	D0	OG0001612	nhaC	3.2502183500911	9.18137224777751	15.0207785602253	0.0012087667852218	0.0034140400144528	True	up	1	2	2	Aequorivita__gene0853	gene0853	Aequorivita	nhaC	Na+/H+ antiporter NhaC	nhaC	gene_name	860.0	K03315	nhaC;Na+:H+ antiporter;NhaC family			GO:0003674;GO:0005215;GO:0005575;GO:0005623;GO:0005886;GO:0006810;GO:0006811;GO:0006812;GO:0006814;GO:0008150;GO:0015291;GO:0015297;GO:0015672;GO:0016020;GO:0016021;GO:0022804;GO:0022857;GO:0030001;GO:0031224;GO:0044425;GO:0044464;GO:0051179;GO:0051234;GO:0055085;GO:0071944	C	C: Energy production and conversion		Psychrobacter__gene1446	Aequorivita__gene0853		0	1	1	0	nhaC	Na+/H+ antiporter NhaC family protein;Na+/H+ antiporter NhaC	860.0	690.3
Psychrobacter	D55_vs_D0	D55	D0	OG0001613	rpfA	-1.1749043805053	11.6311303879607	49.1612206144559	2.06155745424197e-06	1.92076816468399e-05	True	down	1	2	2	Psychrobacter__gene2498	gene2498	Psychrobacter	rpfA	MULTISPECIES: peptidoglycan-binding protein LysM	ygaU	gene_name	315.0						S	S: Function unknown		Psychrobacter__gene2498	Aequorivita__gene0868		0	1	1	0	rpfA;ushA	MULTISPECIES: peptidoglycan-binding protein LysM;peptidoglycan-binding protein	315.0	38.4
Psychrobacter	D55_vs_D0	D55	D0	OG0001650	tlyC	1.25290434584575	8.30931081533762	64.7350411955697	3.3120311086692e-07	4.6429206734372e-06	True	up	1	2	2	Psychrobacter__gene1305	gene1305	Psychrobacter	tlyC	hemolysin family protein		gene_name	754.0						S	S: Function unknown		Psychrobacter__gene1305	Aequorivita__gene1419		0	1	1	0	tlyC	hemolysin family protein;hemolysin	754.0	274.9
Psychrobacter	D55_vs_D0	D55	D0	OG0001662	spoVB	1.01307975560047	6.85658598101445	91.5287723027177	2.87839650771536e-08	7.09385461901462e-07	True	up	1	2	2	Psychrobacter__gene0943	gene0943	Psychrobacter	spoVB	polysaccharide biosynthesis C-terminal domain-containing protein		gene_name	285.0						S	S: Function unknown		Psychrobacter__gene0943	Aequorivita__gene1555		0	1	1	0	spoVB	polysaccharide biosynthesis C-terminal domain-containing protein;oligosaccharide flippase family protein	285.0	81.7
Psychrobacter	D55_vs_D0	D55	D0	OG0001778	cysL	1.37531510500166	4.85653901126736	43.8802997080644	4.24754751176304e-06	3.32833466562765e-05	True	up	1	2	2	Halomonas__gene0094	gene0094	Halomonas	cysL	MULTISPECIES: LysR family transcriptional regulator		gene_name	585.0						K	K: Transcription	Halomonas__gene0094	Psychrobacter__gene1217			1	1	0	0	cysL	MULTISPECIES: LysR family transcriptional regulator;LysR family transcriptional regulator	585.0	269.2
